layer,feature
15,12452
15,7280
14,954
24,8978
22,13925
12,10874
24,16183
10,5214
24,7515
14,9333
6,4368
12,8170
22,7667
11,11637
13,1753
22,12562
13,3205
24,9301
8,9270
19,9199
12,14262
17,3707
9,346
9,6177
23,3823
20,12175
25,16049
14,10037
8,15720
25,1397
12,8584
14,16294
12,2658
16,1731
16,5468
8,8968
19,15086
25,8289
17,12076
6,2971
15,6983
11,9224
19,12194
14,2139
24,9231
25,14420
10,14520
9,10860
22,8708
25,8888
21,5262
6,6446
12,4396
23,13320
9,13392
12,12056
11,8953
18,12975
5,2993
13,4838
7,16339
12,10894
21,105
23,3741
18,14571
7,14123
4,3683
9,15310
17,3447
9,5395
18,7750
12,7832
25,15748
10,13465
13,13934
13,15881
10,10170
12,15961
8,15454
15,1894
12,5724
11,8927
11,2293
14,1007
14,2145
8,1487
14,11246
19,6040
7,12261
10,6420
1,14909
10,12675
19,8579
13,5065
13,11526
25,15076
21,9078
22,765
10,1778
23,4435
12,210
4,8794
13,16181
8,6136
14,10661
17,8792
13,11589
13,897
14,5927
15,15482
11,7118
20,725
20,11156
20,3869
12,4223
23,7660
15,10706
6,2707
23,11269
12,6039
13,1913
18,3653
6,1754
14,4942
7,15153
13,9780
15,15109
24,4484
6,10494
11,11671
25,980
11,276
13,3220
18,9035
6,1812
15,15427
17,9676
12,9829
20,3531
0,11082
18,8252
6,9472
8,1378
19,5744
10,4878
18,3790
14,11366
17,5380
25,2731
17,8398
14,10594
17,253
14,6813
16,6174
11,1918
7,13340
13,6646
23,10424
10,14997
19,11428
14,1589
18,12030
15,7616
24,11534
5,983
18,10408
7,2160
