layer,feature,fire_fraction
12,8818,0.2
12,8854,0.064
12,8858,0.028
12,8871,0.034
12,8875,0.032
12,8880,0.057
12,8912,0.03
12,8942,0.024
12,8980,0.096
12,9005,0.079
12,9012,0.058
12,9029,0.176
12,9050,0.133
12,9054,0.05
12,9069,0.078
12,9076,0.103
12,9088,0.026
12,9092,0.112
12,9201,0.215
12,9236,0.05
12,9246,0.122
12,9252,0.175
12,9299,0.033
12,9375,0.012
12,9382,0.04
12,9393,0.093
12,9394,0.756
12,9409,0.15
12,9416,0.164
12,9432,0.03
12,9438,0.027
12,9439,0.057
12,9441,0.236
12,9446,0.08
12,9452,0.024
12,9454,0.154
12,9457,0.015
12,9461,0.07
12,9500,0.124
12,9507,0.027
12,9508,0.109
12,9511,0.022
12,9563,0.039
12,9574,0.123
12,9600,0.088
12,9616,0.044
12,9617,0.144
12,9629,0.015
12,9657,0.17
12,9667,0.717
12,9676,0.022
12,9684,0.015
12,9700,0.035
12,9703,0.03
12,9707,0.05
12,9710,0.015
12,9727,0.301
12,9771,0.015
12,9794,0.012
12,9797,0.02
12,9801,0.02
12,9805,0.111
12,9834,0.057
12,9861,0.045
12,9864,0.068
12,9867,0.054
12,9871,0.099
12,9880,0.015
12,9884,0.105
12,9910,0.051
12,9925,0.202
12,9945,0.03
12,9946,0.021
12,9957,0.098
12,10001,0.542
12,10002,0.289
12,10011,0.024
12,10029,0.03
12,10030,0.085
12,10040,0.024
12,10045,0.015
12,10073,0.027
12,10131,0.164
12,10151,0.018
12,10166,0.035
12,10171,0.016
12,10172,0.024
12,10204,0.023
12,10257,0.015
12,10262,0.024
12,10268,0.085
12,10282,0.035
12,10291,0.012
12,10322,0.038
12,10354,0.021
12,10355,0.235
12,10359,0.03
12,10370,0.131
12,10376,0.021
12,10382,0.012
12,10395,0.02
12,10396,0.015
12,10401,0.018
12,10402,0.038
12,10442,0.051
12,10499,0.252
12,10511,0.058
12,10523,0.261
12,10541,0.1
12,10549,0.012
12,10574,0.509
12,10591,0.015
12,10596,0.015
12,10610,0.012
12,10651,0.027
12,10677,0.042
12,10689,0.06
12,10779,0.513
12,10791,0.037
12,10797,0.17
12,10809,0.062
12,10828,0.015
12,10833,0.115
12,10860,0.318
12,10878,0.031
12,10881,0.036
12,10882,0.075
12,10902,0.022
12,10905,0.079
12,10956,0.038
12,10965,0.109
12,11016,0.277
12,11022,0.075
12,11031,0.889
12,11036,0.012
12,11048,0.096
12,11056,0.167
12,11090,0.023
12,11097,0.029
12,11108,0.067
12,11128,0.363
12,11143,0.341
12,11202,0.027
12,11206,0.015
12,11209,0.289
12,11217,0.012
12,11219,0.092
12,11223,0.024
12,11239,0.015
12,11246,0.259
12,11254,0.01
12,11255,0.02
12,11258,0.018
12,11271,0.099
12,11292,0.045
12,11355,0.015
12,11365,0.108
12,11368,0.154
12,11401,0.165
12,11418,0.015
12,11419,0.804
12,11446,0.012
12,11504,0.03
12,11509,0.033
12,11538,0.118
12,11550,0.024
12,11562,0.381
12,11581,0.056
12,11596,0.087
12,11602,0.012
12,11608,0.09
12,11611,0.015
12,11615,0.063
12,11620,0.012
12,11621,0.13
12,11626,0.076
12,11631,0.086
12,11648,0.027
12,11691,0.293
12,11755,0.021
12,11775,0.138
12,11785,0.027
12,11796,0.144
12,11805,0.021
12,11806,0.065
12,11829,0.183
12,11834,0.191
12,11837,0.07
12,11889,0.324
12,11891,0.245
12,11908,0.015
12,11912,0.033
12,11934,0.027
12,11939,0.041
12,11974,0.484
12,11991,0.085
12,12041,0.027
12,12059,0.054
12,12061,0.04
12,12092,0.027
12,12100,0.023
12,12142,0.215
12,12143,0.089
12,12149,0.027
12,12151,0.093
12,12158,0.02
12,12183,0.197
12,12188,0.091
12,12208,0.015
12,12258,0.012
12,12261,0.02
12,12269,0.12
12,12293,0.012
12,12296,0.048
12,12300,0.152
12,12322,0.057
12,12332,0.217
12,12338,0.015
12,12348,0.026
12,12369,0.045
12,12383,0.185
12,12413,0.015
12,12429,0.039
12,12437,0.035
12,12442,0.3
12,12463,0.994
12,12500,0.145
12,12519,0.021
12,12524,0.018
12,12530,0.966
12,12545,0.204
12,12552,0.025
12,12555,0.03
12,12572,0.171
12,12575,0.972
12,12587,0.081
12,12601,0.012
12,12655,0.043
12,12662,0.025
12,12667,0.067
12,12670,0.212
12,12702,0.012
12,12704,0.057
12,12714,0.097
12,12731,0.013
12,12732,0.024
12,12739,0.035
12,12754,0.071
12,12765,0.03
12,12780,0.042
12,12784,0.032
12,12787,0.02
12,12807,0.99
12,12880,0.036
12,12882,0.096
12,12901,0.012
12,12905,0.013
12,12913,0.014
12,12945,0.02
12,12948,0.021
12,12949,0.021
12,12989,0.015
12,13038,0.02
12,13044,0.088
12,13050,0.174
12,13054,0.018
12,13059,0.018
12,13089,0.024
12,13090,0.035
12,13108,0.053
12,13124,0.021
12,13133,0.06
12,13137,0.124
12,13157,0.047
12,13162,0.051
12,13167,0.73
12,13171,0.027
12,13183,0.033
12,13213,0.012
12,13232,0.259
12,13234,0.223
12,13250,0.088
12,13266,0.988
12,13276,0.298
12,13277,0.033
12,13286,0.024
12,13294,0.018
12,13306,0.06
12,13344,0.062
12,13348,0.03
12,13370,0.071
12,13403,0.045
12,13419,0.045
12,13430,0.953
12,13434,0.378
12,13472,0.062
12,13475,0.07
12,13476,0.119
12,13497,0.733
12,13509,0.102
12,13513,0.131
12,13519,0.128
12,13556,0.02
12,13590,0.03
12,13601,0.085
12,13604,0.012
12,13619,0.214
12,13629,0.044
12,13632,0.035
12,13635,0.092
12,13636,0.024
12,13648,0.02
12,13659,0.015
12,13686,0.124
12,13690,0.02
12,13694,0.657
12,13711,0.012
12,13756,0.095
12,13818,0.088
12,13830,0.08
12,13835,0.039
12,13836,0.794
12,13841,0.048
12,13859,0.027
12,13867,0.61
12,13874,0.044
12,13876,0.03
12,13896,0.18
12,13906,0.077
12,13913,0.041
12,13915,0.071
12,13952,0.139
12,13963,0.021
12,14024,0.071
12,14029,0.015
12,14036,0.099
12,14056,0.091
12,14065,0.129
12,14070,0.041
12,14095,0.033
12,14107,0.281
12,14154,0.303
12,14179,0.185
12,14223,0.016
12,14248,0.26
12,14252,0.144
12,14286,0.015
12,14292,0.182
12,14297,0.51
12,14313,0.162
12,14318,0.284
12,14342,0.33
12,14347,0.083
12,14353,0.111
12,14366,0.036
12,14386,0.023
12,14391,0.409
12,14392,0.042
12,14403,0.122
12,14414,0.053
12,14419,0.581
12,14420,0.577
12,14429,0.09
12,14464,0.065
12,14466,0.018
12,14494,0.012
12,14497,0.265
12,14510,0.066
12,14523,0.585
12,14557,0.818
12,14561,0.015
12,14575,0.349
12,14580,0.379
12,14587,0.448
12,14589,0.054
12,14596,0.051
12,14615,0.016
12,14638,0.027
12,14645,0.045
12,14681,0.549
12,14684,0.125
12,14700,0.113
12,14736,0.887
12,14747,0.036
12,14759,0.055
12,14801,0.062
12,14803,0.016
12,14804,0.754
12,14810,0.133
12,14830,0.085
12,14852,0.057
12,14861,0.024
12,14894,0.034
12,14922,0.869
12,14936,0.015
12,14950,0.036
12,15000,0.058
12,15043,0.153
12,15045,0.052
12,15053,0.02
12,15056,0.46
12,15082,0.984
12,15158,0.068
12,15174,0.077
12,15178,0.033
12,15196,0.169
12,15205,0.05
12,15208,0.286
12,15215,0.033
12,15220,0.086
12,15244,0.042
12,15273,0.347
12,15282,0.034
12,15286,0.047
12,15287,0.045
12,15301,0.022
12,15319,0.055
12,15331,0.023
12,15355,0.073
12,15402,0.186
12,15418,0.184
12,15432,0.139
12,15437,0.127
12,15444,0.039
12,15447,0.101
12,15448,0.02
12,15478,0.07
12,15479,0.02
12,15489,0.036
12,15496,0.17
12,15503,0.021
12,15514,0.039
12,15517,0.044
12,15540,0.138
12,15545,0.035
12,15550,0.024
12,15553,0.102
12,15584,0.015
12,15592,0.051
12,15613,0.05
12,15618,0.012
12,15629,0.021
12,15632,0.304
12,15638,0.154
12,15651,0.012
12,15670,0.026
12,15754,0.018
12,15772,0.012
12,15793,0.027
12,15818,0.29
12,15821,0.426
12,15836,0.03
12,15858,0.035
12,15887,1.0
12,15907,0.134
12,15921,0.29
12,15934,0.039
12,15946,0.052
12,15953,0.019
12,15959,0.333
12,15970,0.16
12,16011,0.413
12,16025,0.047
12,16058,0.073
12,16075,0.015
12,16078,0.03
12,16088,0.037
12,16108,0.015
12,16128,0.499
12,16131,0.101
12,16141,0.055
12,16153,0.099
12,16158,0.07
12,16169,0.035
12,16189,0.091
12,16232,0.024
12,16236,0.06
12,16240,0.013
12,16251,0.013
12,16255,0.176
12,16268,0.05
12,16294,0.02
12,16309,0.015
12,16330,0.02
12,16342,0.58
12,16350,0.096
12,16371,0.06
12,16377,0.038
13,0,0.06
13,7,0.044
13,27,0.309
13,35,0.139
13,38,0.051
13,42,0.013
13,62,0.03
13,76,0.073
13,91,0.089
13,92,0.095
13,152,0.156
13,160,0.243
13,177,0.216
13,189,0.027
13,193,0.136
13,234,0.052
13,295,0.106
13,302,0.035
13,311,0.044
13,315,0.314
13,332,0.564
13,346,0.015
13,357,0.054
13,372,0.283
13,435,0.033
13,452,0.012
13,502,0.06
13,563,0.069
13,565,0.118
13,605,0.054
13,715,0.045
13,726,0.069
13,727,0.04
13,729,0.026
13,761,0.019
13,804,0.453
13,833,0.071
13,864,0.012
13,869,0.079
13,873,0.224
13,913,0.152
13,950,0.972
13,996,0.11
13,1039,0.015
13,1220,0.175
13,1238,0.02
13,1296,0.105
13,1350,0.03
13,1357,0.15
13,1362,0.128
13,1395,0.37
13,1439,0.168
13,1472,0.134
13,1484,0.015
13,1502,0.208
13,1507,0.923
13,1512,0.135
13,1521,0.438
13,1529,0.449
13,1552,0.22
13,1627,0.057
13,1663,0.012
13,1681,0.215
13,1721,0.075
13,1734,0.243
13,1775,0.02
13,1798,0.597
13,1812,0.032
13,1830,0.282
13,1858,0.389
13,1883,0.019
13,1910,0.03
13,1919,0.346
13,1930,0.115
13,1954,0.097
13,1991,0.076
13,1992,0.081
13,1995,0.017
13,2003,0.334
13,2045,0.506
13,2065,0.067
13,2078,0.311
13,2109,0.387
13,2123,0.106
13,2166,0.129
13,2188,0.015
13,2214,0.021
13,2280,0.049
13,2283,0.052
13,2323,0.138
13,2325,0.087
13,2372,0.082
13,2388,0.148
13,2425,0.082
13,2427,0.15
13,2429,0.192
13,2458,0.03
13,2498,0.109
13,2545,0.027
13,2557,0.051
13,2563,0.131
13,2614,0.352
13,2622,0.065
13,2708,0.125
13,2721,0.091
13,2757,0.101
13,2766,0.018
13,2788,0.72
13,2843,0.331
13,2850,0.949
13,2856,0.211
13,2874,0.27
13,2882,0.02
13,2909,0.024
13,2959,0.02
13,2968,0.698
13,2978,0.16
13,2980,0.076
13,3038,0.015
13,3045,0.079
13,3099,0.239
13,3107,0.051
13,3135,0.528
13,3183,0.035
13,3202,0.942
13,3210,0.191
13,3222,0.018
13,3230,0.102
13,3239,0.986
13,3263,0.04
13,3307,0.011
13,3315,0.03
13,3333,0.077
13,3344,0.015
13,3379,0.015
13,3383,0.474
13,3394,0.025
13,3418,0.033
13,3458,0.02
13,3512,0.134
13,3538,0.044
13,3551,0.044
13,3613,0.041
13,3629,0.101
13,3639,0.295
13,3650,0.022
13,3679,0.023
13,3731,0.038
13,3768,0.179
13,3783,0.268
13,3795,0.059
13,3829,0.036
13,3906,0.081
13,3968,0.989
13,4007,0.239
13,4018,0.507
13,4019,0.084
13,4129,0.179
13,4294,1.0
13,4321,0.055
13,4343,0.128
13,4378,0.088
13,4404,0.1
13,4439,0.305
13,4458,0.015
13,4486,0.157
13,4499,0.04
13,4533,0.028
13,4539,0.035
13,4555,0.012
13,4601,0.354
13,4608,0.269
13,4642,0.012
13,4653,0.01
13,4661,0.121
13,4681,0.064
13,4699,0.04
13,4807,0.047
13,4810,0.204
13,4832,0.195
13,4839,0.02
13,4860,0.033
13,4862,0.012
13,4886,0.02
13,4908,0.049
13,4924,0.124
13,4959,0.432
13,5009,0.398
13,5017,0.018
13,5034,0.066
13,5048,0.575
13,5133,0.17
13,5135,0.081
13,5143,0.03
13,5148,0.215
13,5190,0.023
13,5200,1.0
13,5205,0.025
13,5207,0.413
13,5208,0.034
13,5212,0.039
13,5226,0.511
13,5253,0.018
13,5270,0.089
13,5293,0.153
13,5306,0.071
13,5367,0.015
13,5390,0.13
13,5403,0.035
13,5417,0.138
13,5426,0.096
13,5427,0.012
13,5432,0.374
13,5433,0.013
13,5437,0.977
13,5486,0.343
13,5496,0.327
13,5524,0.326
13,5552,0.029
13,5580,0.516
13,5582,0.015
13,5595,0.372
13,5609,0.024
13,5631,0.063
13,5646,0.306
13,5678,0.042
13,5702,0.075
13,5722,0.028
13,5750,0.165
13,5851,0.044
13,5855,0.11
13,5918,0.015
13,5929,0.087
13,5955,0.756
13,5958,0.045
13,6022,0.479
13,6027,0.889
13,6070,0.012
13,6133,0.058
13,6137,0.036
13,6184,0.406
13,6201,0.992
13,6207,0.012
13,6220,0.241
13,6234,0.991
13,6236,0.032
13,6254,0.038
13,6287,0.097
13,6296,0.526
13,6304,0.319
13,6334,0.036
13,6345,0.578
13,6364,0.225
13,6395,0.03
13,6471,0.297
13,6504,0.089
13,6513,0.08
13,6515,0.02
13,6516,0.03
13,6546,0.016
13,6578,0.268
13,6599,0.035
13,6601,0.081
13,6631,0.015
13,6635,0.018
13,6661,0.027
13,6670,0.195
13,6680,0.102
13,6711,0.141
13,6715,0.089
13,6741,0.096
13,6755,0.012
13,6757,0.205
13,6846,0.023
13,6859,0.159
13,6898,0.018
13,6933,0.153
13,6945,0.109
13,6957,0.035
13,6962,0.087
13,6965,0.997
13,7041,0.032
13,7053,0.187
13,7071,0.037
13,7098,0.065
13,7102,0.04
13,7105,0.153
13,7125,0.045
13,7135,0.027
13,7149,0.095
13,7169,0.046
13,7186,0.348
13,7189,0.058
13,7199,0.208
13,7209,0.639
13,7218,0.09
13,7299,0.012
13,7339,0.023
13,7346,0.853
13,7348,0.021
13,7363,0.054
13,7392,0.06
13,7425,0.018
13,7451,0.015
13,7452,0.105
13,7453,0.055
13,7467,0.012
13,7515,0.014
13,7540,0.106
13,7665,0.038
13,7733,0.033
13,7740,0.03
13,7747,0.983
13,7865,0.562
13,7872,0.566
13,7896,0.057
13,7899,0.012
13,7909,0.067
13,7920,0.026
13,7967,0.015
13,7983,0.134
13,7985,0.03
13,8004,0.098
13,8021,0.023
13,8044,0.055
13,8092,0.837
13,8199,0.015
13,8206,0.033
13,8276,0.066
13,8312,0.255
13,8330,0.046
13,8339,0.051
13,8345,0.015
13,8391,0.058
13,8416,0.164
13,8457,0.028
13,8483,0.05
13,8525,0.08
13,8542,0.046
13,8546,0.23
13,8566,0.146
13,8596,0.271
13,8620,0.511
13,8629,0.029
13,8649,0.075
13,8703,0.177
13,8742,0.115
13,8767,0.018
13,8772,0.102
13,8782,0.43
13,8806,0.021
13,8872,0.146
13,8919,0.061
13,8937,0.128
13,8944,0.14
13,8977,0.021
13,9004,0.376
13,9034,0.012
13,9067,0.209
13,9135,0.049
13,9163,0.062
13,9173,0.04
13,9183,0.118
13,9184,0.368
13,9204,0.068
13,9231,0.023
13,9247,0.018
13,9254,0.138
13,9268,0.06
13,9310,0.028
13,9323,0.015
13,9325,0.056
13,9350,0.095
13,9359,0.083
13,9372,0.193
13,9373,0.396
13,9411,0.174
13,9563,0.115
13,9640,0.258
13,9679,0.084
13,9729,0.148
13,9732,0.015
13,9737,0.263
13,9752,1.0
13,9761,0.045
13,9886,0.257
13,9894,0.06
13,9901,0.224
13,9905,0.078
13,9920,0.019
13,9921,0.015
13,9932,0.048
13,9946,0.1
13,9975,0.013
13,9998,0.015
13,10016,0.095
13,10032,0.722
13,10035,0.067
13,10038,0.032
13,10073,0.048
13,10085,0.035
13,10089,0.03
13,10100,0.964
13,10106,0.104
13,10141,0.135
13,10154,0.269
13,10182,0.14
13,10192,0.015
13,10207,0.033
13,10220,0.185
13,10256,0.939
13,10259,1.0
13,10315,0.09
13,10357,0.369
13,10389,0.02
13,10428,0.475
13,10449,0.04
13,10452,0.164
13,10462,0.062
13,10490,0.035
13,10503,0.061
13,10512,0.07
13,10516,0.073
13,10522,0.07
13,10551,0.087
13,10584,0.015
13,10586,0.098
13,10601,0.13
13,10604,0.077
13,10677,0.948
13,10680,0.058
13,10701,0.833
13,10742,0.215
13,10743,0.035
13,10774,0.027
13,10782,0.042
13,10785,0.047
13,10788,0.055
13,10796,0.068
13,10803,0.233
13,10819,0.165
13,10824,0.065
13,10832,0.975
13,10843,0.058
13,10852,0.023
13,10860,0.904
13,10882,0.052
13,10910,0.226
13,10911,0.302
13,10935,0.044
13,10956,0.555
13,10966,0.689
13,10980,0.047
13,10994,0.04
13,11031,0.021
13,11050,0.038
13,11077,0.088
13,11097,0.034
13,11118,0.761
13,11142,0.144
13,11168,0.023
13,11210,0.312
13,11227,0.082
13,11236,0.098
13,11282,0.024
13,11303,0.015
13,11349,0.816
13,11394,0.31
13,11397,0.202
13,11422,0.034
13,11440,0.407
13,11480,0.134
13,11488,0.054
13,11521,0.267
13,11524,0.075
13,11527,0.871
13,11536,0.1
13,11542,0.025
13,11603,0.639
13,11636,0.627
13,11662,0.083
13,11767,0.015
13,11785,0.015
13,11819,0.819
13,11831,0.075
13,11862,1.0
13,11866,0.018
13,11889,0.104
13,11937,0.129
13,11948,0.024
13,11951,0.047
13,11972,0.027
13,12017,0.051
13,12031,0.033
13,12059,0.041
13,12071,0.012
13,12106,0.479
13,12134,0.012
13,12156,0.173
13,12169,0.173
13,12246,0.016
13,12248,0.098
13,12278,0.012
13,12296,0.156
13,12346,0.018
13,12360,0.055
13,12367,0.136
13,12378,0.162
13,12408,0.581
13,12426,0.267
13,12448,0.02
13,12469,0.027
13,12473,0.524
13,12485,0.072
13,12519,0.03
13,12521,0.03
13,12584,0.047
13,12608,0.284
13,12666,0.547
13,12764,0.12
13,12855,0.296
13,12867,0.024
13,12920,0.013
13,12945,0.032
13,12948,0.036
13,12953,0.109
13,12963,0.983
13,12964,0.015
13,12973,0.182
13,13002,0.072
13,13010,0.171
13,13021,0.1
13,13023,0.023
13,13031,0.857
13,13042,0.015
13,13225,0.445
13,13254,0.638
13,13261,0.045
13,13323,0.084
13,13326,0.061
13,13361,0.018
13,13381,0.033
13,13387,0.149
13,13391,0.017
13,13429,0.094
13,13443,0.03
13,13459,0.015
13,13496,0.035
13,13500,0.02
13,13531,0.102
13,13548,0.555
13,13574,0.255
13,13597,0.993
13,13619,0.184
13,13655,0.359
13,13694,0.06
13,13703,0.403
13,13794,0.254
13,13817,0.339
13,13850,1.0
13,13879,0.015
13,13899,0.195
13,13949,0.294
13,13960,0.029
13,13969,0.054
13,14044,0.015
13,14072,0.057
13,14112,0.033
13,14199,0.066
13,14212,0.163
13,14213,0.43
13,14242,0.213
13,14243,0.276
13,14265,0.833
13,14328,0.07
13,14342,0.024
13,14352,0.424
13,14356,0.076
13,14358,0.035
13,14390,0.52
13,14410,0.949
13,14439,0.085
13,14479,0.08
13,14492,0.126
13,14530,0.559
13,14570,0.05
13,14670,0.089
13,14693,0.146
13,14710,0.18
13,14712,0.084
13,14782,0.033
13,14837,0.289
13,14858,0.056
13,14908,0.015
13,14985,0.131
13,14997,0.032
13,14999,0.239
13,15038,0.024
13,15053,0.159
13,15101,0.045
13,15131,0.093
13,15136,0.33
13,15145,0.036
13,15151,0.024
13,15162,0.039
13,15163,0.149
13,15179,0.285
13,15190,0.174
13,15201,0.02
13,15219,0.968
13,15233,0.061
13,15254,0.068
13,15285,0.095
13,15302,0.875
13,15322,0.033
13,15330,0.097
13,15344,0.623
13,15395,0.093
13,15416,0.085
13,15433,0.136
13,15437,0.039
13,15446,0.042
13,15466,0.701
13,15570,0.045
13,15594,0.793
13,15606,0.142
13,15610,0.02
13,15726,0.03
13,15727,0.047
13,15821,0.195
13,15840,0.076
13,15856,0.046
13,15897,0.286
13,15913,0.045
13,15916,0.207
13,15932,0.205
13,15951,0.046
13,15959,0.604
13,15984,0.015
13,16021,0.033
13,16054,0.074
13,16059,0.064
13,16068,0.218
13,16103,0.135
13,16130,0.018
13,16172,0.022
13,16188,0.099
13,16203,0.029
13,16219,0.025
13,16247,0.085
13,16248,0.041
13,16278,0.021
13,16302,0.398
13,16305,0.153
13,16324,0.045
13,16325,0.323
13,16333,0.035
13,16340,0.015
14,41,0.257
14,70,0.068
14,102,0.015
14,121,0.384
14,123,0.103
14,128,0.166
14,150,0.229
14,226,0.071
14,245,0.114
14,320,0.026
14,376,0.078
14,426,0.728
14,489,0.058
14,529,0.033
14,557,0.276
14,570,0.111
14,603,0.174
14,631,0.034
14,651,0.015
14,662,0.11
14,677,0.036
14,682,0.08
14,689,0.147
14,717,0.124
14,722,0.081
14,732,0.168
14,764,0.09
14,783,0.042
14,823,0.018
14,857,0.095
14,863,0.174
14,951,0.079
14,971,0.849
14,1010,0.068
14,1027,0.087
14,1074,0.286
14,1115,0.093
14,1129,0.047
14,1136,0.039
14,1213,0.084
14,1230,0.112
14,1264,0.981
14,1331,0.049
14,1368,0.096
14,1448,0.653
14,1464,0.181
14,1555,0.092
14,1575,0.099
14,1590,0.015
14,1594,0.281
14,1612,0.062
14,1616,0.554
14,1620,0.203
14,1631,0.049
14,1658,0.228
14,1750,0.071
14,1814,0.205
14,1909,0.042
14,2011,0.027
14,2026,0.066
14,2044,0.061
14,2063,0.079
14,2094,0.118
14,2149,0.125
14,2156,0.023
14,2216,0.081
14,2266,0.037
14,2282,0.015
14,2300,0.165
14,2307,0.042
14,2312,0.053
14,2318,0.083
14,2360,0.38
14,2383,0.199
14,2475,0.679
14,2482,0.145
14,2488,0.106
14,2556,0.283
14,2588,1.0
14,2638,0.047
14,2666,0.031
14,2684,0.326
14,2692,0.047
14,2700,0.19
14,2753,0.208
14,2768,0.116
14,2878,0.083
14,2883,0.085
14,2927,0.047
14,2938,0.197
14,2941,0.022
14,3076,0.52
14,3081,0.104
14,3102,0.088
14,3122,0.041
14,3169,0.824
14,3174,0.269
14,3234,0.2
14,3279,0.016
14,3290,0.624
14,3304,0.156
14,3317,0.13
14,3318,0.051
14,3352,0.03
14,3355,0.111
14,3370,0.039
14,3389,0.902
14,3395,0.039
14,3401,0.035
14,3427,0.482
14,3451,0.462
14,3480,0.147
14,3491,0.497
14,3576,0.106
14,3604,0.886
14,3756,0.135
14,3798,0.188
14,3820,0.015
14,3881,0.047
14,3944,0.027
14,3963,0.191
14,3982,0.499
14,4015,0.229
14,4022,0.035
14,4070,0.12
14,4074,0.016
14,4128,0.048
14,4145,0.502
14,4193,0.342
14,4234,0.262
14,4280,0.038
14,4344,0.127
14,4348,0.051
14,4407,0.032
14,4430,0.171
14,4436,0.026
14,4495,0.015
14,4554,0.54
14,4587,0.018
14,4626,0.42
14,4650,0.211
14,4672,1.0
14,4683,0.167
14,4717,0.129
14,4746,0.035
14,4792,0.306
14,4801,0.088
14,4811,0.069
14,4841,0.057
14,4843,0.045
14,4854,0.225
14,4904,0.22
14,4960,0.069
14,5055,0.558
14,5141,0.05
14,5146,0.03
14,5153,0.27
14,5157,0.864
14,5192,0.149
14,5230,0.02
14,5232,0.023
14,5240,0.588
14,5251,0.064
14,5270,0.024
14,5284,0.021
14,5323,0.034
14,5332,0.907
14,5339,0.297
14,5356,0.07
14,5384,0.046
14,5415,0.182
14,5416,0.015
14,5484,0.126
14,5492,0.066
14,5495,0.032
14,5508,0.015
14,5509,0.021
14,5524,0.124
14,5539,0.214
14,5570,0.12
14,5657,0.015
14,5690,0.591
14,5748,0.031
14,5772,0.647
14,5802,0.097
14,5814,0.356
14,5840,0.137
14,5928,0.097
14,5948,0.19
14,5960,0.393
14,5990,0.984
14,6078,0.194
14,6107,0.012
14,6147,1.0
14,6157,0.895
14,6176,0.156
14,6209,0.209
14,6210,0.055
14,6224,0.996
14,6225,0.191
14,6228,0.085
14,6232,0.019
14,6244,0.164
14,6254,0.069
14,6297,0.016
14,6329,0.252
14,6364,0.087
14,6365,0.358
14,6385,0.063
14,6390,0.037
14,6432,0.279
14,6448,0.17
14,6474,0.08
14,6476,0.17
14,6514,1.0
14,6585,0.134
14,6621,0.751
14,6665,0.541
14,6669,0.028
14,6678,0.172
14,6719,0.035
14,6759,0.979
14,6864,0.165
14,6900,0.341
14,6934,0.133
14,6953,0.11
14,6969,0.067
14,6991,0.099
14,7001,0.327
14,7052,0.082
14,7087,0.328
14,7099,0.156
14,7199,0.024
14,7239,0.632
14,7312,0.033
14,7346,0.281
14,7354,0.059
14,7392,0.577
14,7458,0.139
14,7484,0.018
14,7520,0.216
14,7524,0.045
14,7564,0.206
14,7570,0.015
14,7722,0.394
14,7844,0.015
14,7870,0.35
14,7875,0.206
14,7910,0.974
14,8000,0.015
14,8010,0.035
14,8020,0.06
14,8047,0.019
14,8063,0.069
14,8092,0.58
14,8186,0.225
14,8219,0.066
14,8233,0.544
14,8280,0.08
14,8297,0.993
14,8394,0.435
14,8400,0.111
14,8424,0.015
14,8471,0.041
14,8524,0.199
14,8534,0.135
14,8536,0.033
14,8569,0.089
14,8616,0.021
14,8625,0.048
14,8638,0.059
14,8699,0.09
14,8714,0.029
14,8737,0.03
14,8775,0.021
14,8784,0.079
14,8895,1.0
14,8954,0.027
14,8962,0.25
14,8985,0.075
14,9001,0.033
14,9031,0.488
14,9082,0.02
14,9104,0.626
14,9121,0.012
14,9155,0.148
14,9164,0.027
14,9166,0.979
14,9173,0.043
14,9179,0.25
14,9205,0.067
14,9236,0.248
14,9365,0.137
14,9385,0.805
14,9388,0.018
14,9457,0.296
14,9486,0.477
14,9492,0.189
14,9552,0.024
14,9554,0.751
14,9557,0.146
14,9558,0.065
14,9587,0.018
14,9603,0.883
14,9632,0.127
14,9649,0.231
14,9664,0.15
14,9672,0.12
14,9719,1.0
14,9752,0.207
14,9802,0.167
14,9813,0.147
14,9831,0.289
14,9890,0.265
14,9920,0.032
14,9931,0.54
14,9940,0.14
14,9956,0.02
14,9957,0.147
14,9968,0.127
14,9979,0.232
14,9995,0.023
14,10032,0.435
14,10051,0.089
14,10088,0.023
14,10091,0.754
14,10175,0.029
14,10260,0.192
14,10271,0.105
14,10292,0.025
14,10337,0.141
14,10338,0.759
14,10374,0.101
14,10395,0.297
14,10398,0.889
14,10422,0.01
14,10431,0.036
14,10449,0.128
14,10457,0.166
14,10522,0.012
14,10556,0.212
14,10698,0.24
14,10705,0.024
14,10734,0.051
14,10736,0.266
14,10741,0.964
14,10812,0.024
14,10900,0.076
14,10905,0.114
14,10911,0.228
14,10972,0.022
14,11013,0.248
14,11057,0.991
14,11079,0.055
14,11081,0.03
14,11167,0.528
14,11179,0.062
14,11181,0.13
14,11193,0.084
14,11217,0.024
14,11234,0.02
14,11260,0.04
14,11340,0.312
14,11411,0.284
14,11426,0.133
14,11435,0.031
14,11443,0.074
14,11547,0.397
14,11554,0.718
14,11564,1.0
14,11572,0.644
14,11576,0.047
14,11581,0.045
14,11591,0.012
14,11626,0.069
14,11657,0.11
14,11664,0.021
14,11665,0.257
14,11699,0.022
14,11714,0.084
14,11750,0.015
14,11754,0.098
14,11793,0.076
14,11806,0.249
14,11812,0.991
14,11815,0.055
14,11864,0.444
14,11934,0.75
14,11971,0.157
14,11984,0.057
14,11991,0.177
14,12017,0.018
14,12146,0.05
14,12234,0.016
14,12244,0.128
14,12245,0.02
14,12253,0.11
14,12261,0.135
14,12262,0.015
14,12312,0.02
14,12320,0.115
14,12322,0.052
14,12407,0.191
14,12457,0.071
14,12460,0.349
14,12560,0.087
14,12582,0.073
14,12590,0.542
14,12593,0.02
14,12607,0.148
14,12625,0.023
14,12673,0.051
14,12689,0.047
14,12715,0.018
14,12719,0.035
14,12734,0.207
