layer,feature,c_vqa,n_vqa,c_vsr,n_vsr,odds_ratio,p_raw,freq_vsr,freq_vqa,freq_diff,p_adj
0,7810,6336,1323088,40378,2701355,3.1534975725461023,0.0,0.0149473134778657,0.0047887971170473,0.0101585163608183,0.0
8,14173,7168,1323088,45580,2701355,3.150754269334886,0.0,0.0168730137282956,0.0054176290617101,0.0114553846665854,0.0
6,1959,11097,1323088,70065,2701355,3.1481664110076952,0.0,0.0259369834768107,0.0083871972234651,0.0175497862533456,0.0
19,2636,6363,1323088,40338,2701355,3.136894196313907,0.0,0.0149325060941638,0.0048092039229439,0.0101233021712199,0.0
4,13791,7457,1323088,47066,2701355,3.1284487030170287,0.0,0.0174231080328205,0.0056360574655654,0.0117870505672551,0.0
25,5455,8826,1323088,55466,2701355,3.1215712668690574,0.0,0.0205326586102159,0.0066707581052809,0.013861900504935,0.0
11,9018,7376,1323088,46345,2701355,3.1136991848938544,0.0,0.0171562049415941,0.0055748370478758,0.0115813678937182,0.0
20,10740,7047,1323088,44300,2701355,3.113639513480576,0.0,0.0163991774498353,0.0053261763389887,0.0110730011108465,0.0
21,8687,6501,1323088,40887,2701355,3.112408574823548,0.0,0.0151357374354721,0.0049135053753038,0.0102222320601683,0.0
25,12814,41033,1323088,244694,2701355,3.1120851809987102,0.0,0.0905819486887136,0.0310130543093127,0.0595688943794008,0.0
12,3132,7771,1323088,48753,2701355,3.110876545623328,0.0,0.0180476094404474,0.0058733810600655,0.0121742283803819,0.0
25,11365,24086,1323088,147304,2701355,3.110499334350864,0.0,0.0545296712205541,0.0182043824749374,0.0363252887456167,0.0
18,2118,10482,1323088,65173,2701355,3.095868832976137,0.0,0.0241260404500704,0.0079223755336001,0.0162036649164702,0.0
9,3721,12192,1323088,75538,2701355,3.0931024895251773,0.0,0.0279630037518208,0.0092148065737124,0.0187481971781084,0.0
9,2677,13783,1323088,84688,2701355,3.074471627279775,0.0,0.0313501927736265,0.0104172965063548,0.0209328962672717,0.0
7,8432,7431,1323088,46074,2701355,3.072138914722979,0.0,0.0170558849170138,0.0056164064672946,0.0114394784497191,0.0
8,7882,20194,1323088,122644,2701355,3.068529945056072,0.0,0.0454009191683432,0.0152627791953369,0.0301381399730063,0.0
21,10872,6638,1323088,41118,2701355,3.065340854058335,0.0,0.0152212500763505,0.0050170510200379,0.0102041990563126,0.0
12,8624,7692,1323088,47434,2701355,3.0564619921492264,0.0,0.0175593359628778,0.0058136722576276,0.0117456637052502,0.0
23,4168,14954,1323088,91187,2701355,3.056042039755959,0.0,0.03375602244059,0.0113023472361626,0.0224536752044273,0.0
18,12986,11236,1323088,68720,2701355,3.047653657541305,0.0,0.0254390851998349,0.0084922544834508,0.016946830716384,0.0
6,15159,8161,1323088,50090,2701355,3.044080676427629,0.0,0.0185425462406829,0.0061681460341262,0.0123744002065566,0.0
